# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Mass (g),Mach number (​),Drag coefficient (​)
102.273,89078.997,792.522,-9.559,1445581.733,3,0.798
102.323,89118.612,792.044,-9.559,1445581.733,2.998,0.798
102.373,89158.202,791.566,-9.559,1445581.733,2.997,0.798
102.423,89197.768,791.088,-9.559,1445581.733,2.995,0.799
102.473,89237.311,790.61,-9.559,1445581.733,2.994,0.799
102.523,89276.829,790.132,-9.559,1445581.733,2.992,0.799
102.573,89316.324,789.654,-9.559,1445581.733,2.99,0.799
102.623,89355.795,789.176,-9.559,1445581.733,2.989,0.8
102.673,89395.241,788.698,-9.558,1445581.733,2.987,0.8
102.723,89434.664,788.22,-9.558,1445581.733,2.985,0.8
102.773,89474.063,787.742,-9.558,1445581.733,2.984,0.8
102.823,89513.439,787.264,-9.558,1445581.733,2.982,0.801
102.873,89552.79,786.787,-9.558,1445581.733,2.981,0.801
102.923,89592.117,786.309,-9.558,1445581.733,2.979,0.801
102.973,89631.421,785.831,-9.558,1445581.733,2.978,0.801
103.023,89670.7,785.353,-9.558,1445581.733,2.976,0.802
103.073,89709.956,784.875,-9.558,1445581.733,2.975,0.802
103.123,89749.188,784.397,-9.557,1445581.733,2.973,0.802
103.173,89788.396,783.919,-9.557,1445581.733,2.971,0.802
103.223,89827.58,783.441,-9.557,1445581.733,2.97,0.803
103.273,89866.74,782.964,-9.557,1445581.733,2.968,0.803
103.323,89905.876,782.486,-9.557,1445581.733,2.966,0.803
103.373,89944.988,782.008,-9.557,1445581.733,2.965,0.803
103.423,89984.077,781.53,-9.557,1445581.733,2.963,0.804
103.473,90023.141,781.052,-9.557,1445581.733,2.962,0.804
103.523,90062.182,780.574,-9.556,1445581.733,2.96,0.804
103.573,90101.199,780.097,-9.556,1445581.733,2.958,0.804
103.623,90140.192,779.619,-9.556,1445581.733,2.957,0.805
103.673,90179.161,779.141,-9.556,1445581.733,2.955,0.805
103.723,90218.106,778.663,-9.556,1445581.733,2.953,0.805
103.773,90257.027,778.185,-9.556,1445581.733,2.952,0.806
103.823,90295.924,777.708,-9.556,1445581.733,2.95,0.806
103.873,90334.798,777.23,-9.556,1445581.733,2.948,0.806
103.923,90373.647,776.752,-9.556,1445581.733,2.947,0.806
103.973,90412.473,776.274,-9.555,1445581.733,2.945,0.807
104.023,90451.275,775.796,-9.555,1445581.733,2.944,0.807
104.073,90490.053,775.319,-9.555,1445581.733,2.942,0.807
104.123,90528.807,774.841,-9.555,1445581.733,2.94,0.807
104.173,90567.537,774.363,-9.555,1445581.733,2.939,0.808
104.223,90606.243,773.885,-9.555,1445581.733,2.937,0.808
104.273,90644.925,773.408,-9.555,1445581.733,2.936,0.808
104.323,90683.584,772.93,-9.555,1445581.733,2.934,0.808
104.373,90722.218,772.452,-9.555,1445581.733,2.933,0.809
104.423,90760.829,771.975,-9.554,1445581.733,2.931,0.809
104.473,90799.416,771.497,-9.554,1445581.733,2.929,0.809
104.523,90837.979,771.019,-9.554,1445581.733,2.928,0.809
104.573,90876.518,770.541,-9.554,1445581.733,2.926,0.81
104.623,90915.033,770.064,-9.554,1445581.733,2.924,0.81
104.673,90953.524,769.586,-9.554,1445581.733,2.923,0.81
104.723,90991.991,769.108,-9.554,1445581.733,2.921,0.811
104.773,91030.435,768.631,-9.554,1445581.733,2.919,0.811
104.823,91068.854,768.153,-9.553,1445581.733,2.918,0.811
104.873,91107.25,767.675,-9.553,1445581.733,2.916,0.811
104.923,91145.622,767.198,-9.553,1445581.733,2.914,0.812
104.973,91183.97,766.72,-9.553,1445581.733,2.913,0.812
105.023,91222.294,766.242,-9.553,1445581.733,2.911,0.812
105.073,91260.594,765.765,-9.553,1445581.733,2.91,0.812
105.123,91298.87,765.287,-9.553,1445581.733,2.908,0.813
105.173,91337.123,764.809,-9.553,1445581.733,2.906,0.813
105.223,91375.351,764.332,-9.553,1445581.733,2.905,0.813
105.273,91413.556,763.854,-9.552,1445581.733,2.903,0.814
105.323,91451.737,763.377,-9.552,1445581.733,2.901,0.814
105.373,91489.894,762.899,-9.552,1445581.733,2.9,0.814
105.423,91528.027,762.421,-9.552,1445581.733,2.898,0.814
105.473,91566.136,761.944,-9.552,1445581.733,2.897,0.815
105.523,91604.221,761.466,-9.552,1445581.733,2.895,0.815
105.573,91642.282,760.989,-9.552,1445581.733,2.893,0.815
105.623,91680.32,760.511,-9.552,1445581.733,2.892,0.815
105.673,91718.333,760.033,-9.552,1445581.733,2.89,0.816
105.723,91756.323,759.556,-9.551,1445581.733,2.889,0.816
105.773,91794.289,759.078,-9.551,1445581.733,2.887,0.816
105.823,91832.231,758.601,-9.551,1445581.733,2.885,0.816
105.873,91870.149,758.123,-9.551,1445581.733,2.884,0.817
105.923,91908.043,757.646,-9.551,1445581.733,2.882,0.817
105.973,91945.914,757.168,-9.551,1445581.733,2.881,0.817
106.023,91983.76,756.69,-9.551,1445581.733,2.879,0.817
106.073,92021.583,756.213,-9.551,1445581.733,2.877,0.818
106.123,92059.381,755.735,-9.551,1445581.733,2.876,0.818
106.173,92097.156,755.258,-9.55,1445581.733,2.875,0.818
106.223,92134.907,754.78,-9.55,1445581.733,2.873,0.818
106.273,92172.634,754.303,-9.55,1445581.733,2.871,0.819
106.323,92210.338,753.825,-9.55,1445581.733,2.87,0.819
106.373,92248.017,753.348,-9.55,1445581.733,2.868,0.819
106.423,92285.672,752.87,-9.55,1445581.733,2.866,0.82
106.473,92323.304,752.393,-9.55,1445581.733,2.865,0.82
106.523,92360.912,751.915,-9.55,1445581.733,2.863,0.82
106.573,92398.495,751.438,-9.55,1445581.733,2.861,0.82
106.623,92436.055,750.96,-9.549,1445581.733,2.86,0.821
106.673,92473.591,750.483,-9.549,1445581.733,2.858,0.821
106.723,92511.104,750.006,-9.549,1445581.733,2.857,0.821
106.773,92548.592,749.528,-9.549,1445581.733,2.855,0.821
106.823,92586.056,749.051,-9.549,1445581.733,2.853,0.822
106.873,92623.497,748.573,-9.549,1445581.733,2.852,0.822
106.923,92660.914,748.096,-9.549,1445581.733,2.85,0.822
106.973,92698.307,747.618,-9.549,1445581.733,2.848,0.823
107.023,92735.676,747.141,-9.548,1445581.733,2.847,0.823
107.073,92773.021,746.664,-9.548,1445581.733,2.845,0.823
107.123,92810.342,746.186,-9.548,1445581.733,2.844,0.823
107.173,92847.639,745.709,-9.548,1445581.733,2.842,0.824
107.223,92884.913,745.231,-9.548,1445581.733,2.84,0.824
107.273,92922.163,744.754,-9.548,1445581.733,2.839,0.824
107.323,92959.388,744.277,-9.548,1445581.733,2.837,0.824
107.373,92996.59,743.799,-9.548,1445581.733,2.836,0.825
107.423,93033.768,743.322,-9.548,1445581.733,2.834,0.825
107.473,93070.922,742.844,-9.547,1445581.733,2.832,0.825
107.523,93108.053,742.367,-9.547,1445581.733,2.831,0.826
107.573,93145.159,741.89,-9.547,1445581.733,2.829,0.826
107.623,93182.242,741.412,-9.547,1445581.733,2.828,0.826
107.673,93219.3,740.935,-9.547,1445581.733,2.826,0.826
107.723,93256.335,740.458,-9.547,1445581.733,2.825,0.827
107.773,93293.346,739.98,-9.547,1445581.733,2.823,0.827
107.823,93330.333,739.503,-9.547,1445581.733,2.821,0.827
107.873,93367.296,739.026,-9.547,1445581.733,2.82,0.827
107.923,93404.236,738.548,-9.547,1445581.733,2.818,0.828
107.973,93441.151,738.071,-9.546,1445581.733,2.816,0.828
108.023,93478.043,737.594,-9.546,1445581.733,2.815,0.828
108.073,93514.91,737.116,-9.546,1445581.733,2.813,0.829
108.123,93551.754,736.639,-9.546,1445581.733,2.812,0.829
108.173,93588.574,736.162,-9.546,1445581.733,2.81,0.829
108.223,93625.371,735.684,-9.546,1445581.733,2.808,0.829
108.273,93662.143,735.207,-9.546,1445581.733,2.807,0.83
108.323,93698.891,734.73,-9.546,1445581.733,2.805,0.83
108.373,93735.616,734.253,-9.546,1445581.733,2.803,0.83
108.423,93772.317,733.775,-9.545,1445581.733,2.802,0.83
108.473,93808.993,733.298,-9.545,1445581.733,2.8,0.831
108.523,93845.646,732.821,-9.545,1445581.733,2.798,0.831
108.573,93882.275,732.344,-9.545,1445581.733,2.797,0.831
108.623,93918.881,731.866,-9.545,1445581.733,2.795,0.832
108.673,93955.462,731.389,-9.545,1445581.733,2.793,0.832
108.723,93992.02,730.912,-9.545,1445581.733,2.792,0.832
108.773,94028.553,730.435,-9.545,1445581.733,2.79,0.832
108.823,94065.063,729.957,-9.545,1445581.733,2.789,0.833
108.873,94101.549,729.48,-9.544,1445581.733,2.787,0.833
108.923,94138.011,729.003,-9.544,1445581.733,2.785,0.833
108.973,94174.449,728.526,-9.544,1445581.733,2.784,0.834
109.023,94210.864,728.048,-9.544,1445581.733,2.782,0.834
109.073,94247.254,727.571,-9.544,1445581.733,2.781,0.834
109.123,94283.621,727.094,-9.544,1445581.733,2.779,0.834
109.173,94319.964,726.617,-9.544,1445581.733,2.777,0.835
109.223,94356.282,726.14,-9.544,1445581.733,2.776,0.835
109.273,94392.577,725.663,-9.544,1445581.733,2.774,0.835
109.323,94428.849,725.185,-9.543,1445581.733,2.773,0.835
109.373,94465.096,724.708,-9.543,1445581.733,2.771,0.836
109.423,94501.319,724.231,-9.543,1445581.733,2.77,0.836
109.473,94537.519,723.754,-9.543,1445581.733,2.768,0.836
109.523,94573.695,723.277,-9.543,1445581.733,2.766,0.837
109.573,94609.847,722.8,-9.543,1445581.733,2.765,0.837
109.623,94645.975,722.322,-9.543,1445581.733,2.763,0.837
109.673,94682.079,721.845,-9.543,1445581.733,2.761,0.837
109.723,94718.159,721.368,-9.543,1445581.733,2.76,0.838
109.773,94754.216,720.891,-9.542,1445581.733,2.758,0.838
109.823,94790.248,720.414,-9.542,1445581.733,2.757,0.838
109.873,94826.257,719.937,-9.542,1445581.733,2.755,0.838
109.923,94862.242,719.46,-9.542,1445581.733,2.754,0.839
109.973,94898.203,718.983,-9.542,1445581.733,2.752,0.839
110.023,94934.14,718.506,-9.542,1445581.733,2.751,0.839
110.073,94970.054,718.028,-9.542,1445581.733,2.749,0.84
110.123,95005.943,717.551,-9.542,1445581.733,2.747,0.84
110.173,95041.809,717.074,-9.542,1445581.733,2.746,0.84
110.223,95077.651,716.597,-9.542,1445581.733,2.744,0.84
110.273,95113.469,716.12,-9.541,1445581.733,2.743,0.841
110.323,95149.263,715.643,-9.541,1445581.733,2.741,0.841
110.373,95185.033,715.166,-9.541,1445581.733,2.739,0.841
110.423,95220.779,714.689,-9.541,1445581.733,2.738,0.842
110.473,95256.502,714.212,-9.541,1445581.733,2.736,0.842
110.523,95292.2,713.735,-9.541,1445581.733,2.735,0.842
110.573,95327.875,713.258,-9.541,1445581.733,2.733,0.842
110.623,95363.526,712.781,-9.541,1445581.733,2.731,0.843
110.673,95399.153,712.304,-9.541,1445581.733,2.729,0.843
110.723,95434.757,711.827,-9.54,1445581.733,2.728,0.843
110.773,95470.336,711.35,-9.54,1445581.733,2.726,0.844
110.823,95505.892,710.873,-9.54,1445581.733,2.724,0.844
110.873,95541.423,710.396,-9.54,1445581.733,2.723,0.844
110.923,95576.931,709.919,-9.54,1445581.733,2.721,0.844
110.973,95612.415,709.442,-9.54,1445581.733,2.72,0.845
111.023,95647.875,708.965,-9.54,1445581.733,2.718,0.845
111.073,95683.312,708.488,-9.54,1445581.733,2.717,0.845
111.123,95718.724,708.011,-9.54,1445581.733,2.715,0.845
111.173,95754.113,707.534,-9.539,1445581.733,2.714,0.846
111.223,95789.477,707.057,-9.539,1445581.733,2.712,0.846
111.273,95824.818,706.58,-9.539,1445581.733,2.71,0.846
111.323,95860.135,706.103,-9.539,1445581.733,2.709,0.847
111.373,95895.429,705.626,-9.539,1445581.733,2.707,0.847
111.423,95930.698,705.149,-9.539,1445581.733,2.705,0.847
111.473,95965.944,704.672,-9.539,1445581.733,2.704,0.847
111.523,96001.165,704.195,-9.539,1445581.733,2.702,0.848
111.573,96036.363,703.718,-9.539,1445581.733,2.701,0.848
111.623,96071.537,703.241,-9.539,1445581.733,2.699,0.848
111.673,96106.687,702.764,-9.538,1445581.733,2.697,0.849
111.723,96141.813,702.287,-9.538,1445581.733,2.696,0.849
111.773,96176.916,701.81,-9.538,1445581.733,2.694,0.849
111.823,96211.995,701.334,-9.538,1445581.733,2.693,0.849
111.873,96247.049,700.857,-9.538,1445581.733,2.691,0.85
111.923,96282.08,700.38,-9.538,1445581.733,2.689,0.85
111.973,96317.087,699.903,-9.538,1445581.733,2.687,0.85
112.023,96352.07,699.426,-9.538,1445581.733,2.686,0.851
112.073,96387.03,698.949,-9.538,1445581.733,2.684,0.851
112.123,96421.965,698.472,-9.538,1445581.733,2.683,0.851
112.173,96456.877,697.995,-9.537,1445581.733,2.681,0.852
112.223,96491.765,697.518,-9.537,1445581.733,2.68,0.852
112.273,96526.629,697.042,-9.537,1445581.733,2.678,0.852
112.323,96561.469,696.565,-9.537,1445581.733,2.676,0.852
112.373,96596.285,696.088,-9.537,1445581.733,2.675,0.853
112.423,96631.078,695.611,-9.537,1445581.733,2.673,0.853
112.473,96665.847,695.134,-9.537,1445581.733,2.672,0.853
112.523,96700.591,694.657,-9.537,1445581.733,2.67,0.853
112.573,96735.312,694.181,-9.537,1445581.733,2.668,0.854
112.623,96770.009,693.704,-9.536,1445581.733,2.667,0.854
112.673,96804.683,693.227,-9.536,1445581.733,2.665,0.854
112.723,96839.332,692.75,-9.536,1445581.733,2.664,0.855
112.773,96873.958,692.273,-9.536,1445581.733,2.662,0.855
112.823,96908.559,691.797,-9.536,1445581.733,2.661,0.855
112.873,96943.137,691.32,-9.536,1445581.733,2.659,0.855
112.923,96977.691,690.843,-9.536,1445581.733,2.658,0.856
112.973,97012.222,690.366,-9.536,1445581.733,2.656,0.856
113.023,97046.728,689.889,-9.536,1445581.733,2.654,0.856
113.073,97081.211,689.413,-9.536,1445581.733,2.653,0.857
113.123,97115.669,688.936,-9.535,1445581.733,2.651,0.857
113.173,97150.104,688.459,-9.535,1445581.733,2.65,0.857
113.223,97184.515,687.982,-9.535,1445581.733,2.648,0.857
113.273,97218.902,687.506,-9.535,1445581.733,2.647,0.858
113.323,97253.266,687.029,-9.535,1445581.733,2.645,0.858
113.373,97287.605,686.552,-9.535,1445581.733,2.643,0.858
113.423,97321.921,686.075,-9.535,1445581.733,2.642,0.859
113.473,97356.213,685.599,-9.535,1445581.733,2.64,0.859
113.523,97390.481,685.122,-9.535,1445581.733,2.639,0.859
113.573,97424.725,684.645,-9.535,1445581.733,2.637,0.859
113.623,97458.945,684.168,-9.534,1445581.733,2.636,0.86
113.673,97493.142,683.692,-9.534,1445581.733,2.634,0.86
113.723,97527.314,683.215,-9.534,1445581.733,2.632,0.86
113.773,97561.463,682.738,-9.534,1445581.733,2.631,0.861
113.823,97595.588,682.262,-9.534,1445581.733,2.629,0.861
113.873,97629.689,681.785,-9.534,1445581.733,2.628,0.861
113.923,97663.767,681.308,-9.534,1445581.733,2.626,0.861
113.973,97697.82,680.831,-9.534,1445581.733,2.625,0.862
114.023,97731.85,680.355,-9.534,1445581.733,2.623,0.862
114.073,97765.856,679.878,-9.534,1445581.733,2.621,0.862
114.123,97799.838,679.401,-9.533,1445581.733,2.62,0.863
114.173,97833.796,678.925,-9.533,1445581.733,2.618,0.863
114.223,97867.73,678.448,-9.533,1445581.733,2.617,0.863
114.273,97901.641,677.971,-9.533,1445581.733,2.615,0.863
114.323,97935.527,677.495,-9.533,1445581.733,2.614,0.864
114.373,97969.39,677.018,-9.533,1445581.733,2.612,0.864
114.423,98003.229,676.542,-9.533,1445581.733,2.61,0.864
114.473,98037.044,676.065,-9.533,1445581.733,2.609,0.865
114.523,98070.836,675.588,-9.533,1445581.733,2.607,0.865
114.573,98104.603,675.112,-9.532,1445581.733,2.606,0.865
114.623,98138.347,674.635,-9.532,1445581.733,2.604,0.865
114.673,98172.067,674.158,-9.532,1445581.733,2.603,0.866
114.723,98205.763,673.682,-9.532,1445581.733,2.601,0.866
114.773,98239.435,673.205,-9.532,1445581.733,2.599,0.866
114.823,98273.083,672.729,-9.532,1445581.733,2.598,0.867
114.873,98306.708,672.252,-9.532,1445581.733,2.596,0.867
114.923,98340.308,671.775,-9.532,1445581.733,2.595,0.867
114.973,98373.885,671.299,-9.532,1445581.733,2.593,0.867
115.023,98407.438,670.822,-9.532,1445581.733,2.592,0.868
115.073,98440.967,670.346,-9.531,1445581.733,2.59,0.868
115.123,98474.473,669.869,-9.531,1445581.733,2.588,0.868
115.173,98507.954,669.393,-9.531,1445581.733,2.587,0.869
115.223,98541.412,668.916,-9.531,1445581.733,2.585,0.869
115.273,98574.846,668.439,-9.531,1445581.733,2.584,0.869
115.323,98608.256,667.963,-9.531,1445581.733,2.582,0.869
115.373,98641.642,667.486,-9.531,1445581.733,2.58,0.87
115.423,98675.005,667.01,-9.531,1445581.733,2.578,0.87
115.473,98708.343,666.533,-9.531,1445581.733,2.577,0.87
115.523,98741.658,666.057,-9.531,1445581.733,2.575,0.871
115.573,98774.949,665.58,-9.531,1445581.733,2.574,0.871
115.623,98808.216,665.104,-9.53,1445581.733,2.572,0.871
115.673,98841.459,664.627,-9.53,1445581.733,2.571,0.872
115.723,98874.679,664.151,-9.53,1445581.733,2.569,0.872
115.773,98907.874,663.674,-9.53,1445581.733,2.567,0.872
115.823,98941.046,663.198,-9.53,1445581.733,2.566,0.872
115.873,98974.194,662.721,-9.53,1445581.733,2.564,0.873
115.923,99007.318,662.245,-9.53,1445581.733,2.563,0.873
115.973,99040.418,661.768,-9.53,1445581.733,2.561,0.873
116.023,99073.495,661.292,-9.53,1445581.733,2.56,0.874
116.073,99106.548,660.815,-9.53,1445581.733,2.558,0.874
116.123,99139.577,660.339,-9.529,1445581.733,2.556,0.874
116.173,99172.582,659.862,-9.529,1445581.733,2.555,0.874
116.223,99205.563,659.386,-9.529,1445581.733,2.553,0.875
116.273,99238.52,658.909,-9.529,1445581.733,2.552,0.875
116.323,99271.454,658.433,-9.529,1445581.733,2.55,0.875
116.373,99304.363,657.956,-9.529,1445581.733,2.549,0.876
116.423,99337.249,657.48,-9.529,1445581.733,2.547,0.876
116.473,99370.111,657.004,-9.529,1445581.733,2.545,0.876
116.523,99402.95,656.527,-9.529,1445581.733,2.544,0.877
116.573,99435.764,656.051,-9.529,1445581.733,2.542,0.877
116.623,99468.555,655.574,-9.528,1445581.733,2.54,0.877
116.673,99501.322,655.098,-9.528,1445581.733,2.539,0.877
116.723,99534.065,654.621,-9.528,1445581.733,2.537,0.878
116.773,99566.784,654.145,-9.528,1445581.733,2.535,0.878
116.823,99599.479,653.669,-9.528,1445581.733,2.534,0.878
116.873,99632.151,653.192,-9.528,1445581.733,2.532,0.879
116.923,99664.798,652.716,-9.528,1445581.733,2.531,0.879
116.973,99697.422,652.239,-9.528,1445581.733,2.529,0.879
117.023,99730.022,651.763,-9.528,1445581.733,2.528,0.879
117.073,99762.598,651.287,-9.528,1445581.733,2.526,0.88
117.123,99795.151,650.81,-9.527,1445581.733,2.525,0.88
117.173,99827.679,650.334,-9.527,1445581.733,2.523,0.88
117.223,99860.184,649.858,-9.527,1445581.733,2.521,0.881
117.273,99892.665,649.381,-9.527,1445581.733,2.52,0.881
117.323,99925.122,648.905,-9.527,1445581.733,2.518,0.881
117.373,99957.556,648.429,-9.527,1445581.733,2.517,0.882
117.423,99989.965,647.952,-9.527,1445581.733,2.515,0.882
117.473,100022.351,647.476,-9.527,1445581.733,2.513,0.882
117.523,100054.713,647,-9.527,1445581.733,2.512,0.882
117.573,100087.051,646.523,-9.527,1445581.733,2.51,0.883
117.623,100119.365,646.047,-9.527,1445581.733,2.509,0.883
117.673,100151.656,645.571,-9.526,1445581.733,2.507,0.883
117.723,100183.922,645.094,-9.526,1445581.733,2.506,0.884
117.773,100216.165,644.618,-9.526,1445581.733,2.504,0.884
117.823,100248.384,644.142,-9.526,1445581.733,2.502,0.884
117.873,100280.579,643.665,-9.526,1445581.733,2.501,0.885
117.923,100312.751,643.189,-9.526,1445581.733,2.499,0.885
117.973,100344.898,642.713,-9.526,1445581.733,2.497,0.885
118.023,100377.022,642.236,-9.526,1445581.733,2.496,0.885
118.073,100409.122,641.76,-9.526,1445581.733,2.494,0.886
118.123,100441.198,641.284,-9.526,1445581.733,2.493,0.886
118.173,100473.25,640.808,-9.525,1445581.733,2.491,0.886
118.223,100505.279,640.331,-9.525,1445581.733,2.489,0.887
118.273,100537.283,639.855,-9.525,1445581.733,2.488,0.887
118.323,100569.264,639.379,-9.525,1445581.733,2.486,0.887
118.373,100601.221,638.903,-9.525,1445581.733,2.485,0.888
118.423,100633.154,638.426,-9.525,1445581.733,2.483,0.888
118.473,100665.064,637.95,-9.525,1445581.733,2.481,0.888
118.523,100696.949,637.474,-9.525,1445581.733,2.48,0.888
118.573,100728.811,636.998,-9.525,1445581.733,2.478,0.889
118.623,100760.649,636.521,-9.525,1445581.733,2.477,0.889
118.673,100792.463,636.045,-9.524,1445581.733,2.476,0.889
118.723,100824.254,635.569,-9.524,1445581.733,2.474,0.89
118.773,100856.02,635.093,-9.524,1445581.733,2.473,0.89
118.823,100887.763,634.616,-9.524,1445581.733,2.471,0.89
118.873,100919.482,634.14,-9.524,1445581.733,2.469,0.89
118.923,100951.177,633.664,-9.524,1445581.733,2.468,0.891
118.973,100982.848,633.188,-9.524,1445581.733,2.466,0.891
119.023,101014.496,632.712,-9.524,1445581.733,2.465,0.891
119.073,101046.119,632.236,-9.524,1445581.733,2.463,0.892
119.123,101077.719,631.759,-9.524,1445581.733,2.462,0.892
119.173,101109.295,631.283,-9.524,1445581.733,2.46,0.892
119.223,101140.848,630.807,-9.523,1445581.733,2.458,0.893
119.273,101172.376,630.331,-9.523,1445581.733,2.456,0.893
119.323,101203.881,629.855,-9.523,1445581.733,2.455,0.893
119.373,101235.362,629.378,-9.523,1445581.733,2.453,0.894
119.423,101266.819,628.902,-9.523,1445581.733,2.452,0.894
119.473,101298.252,628.426,-9.523,1445581.733,2.451,0.894
119.523,101329.661,627.95,-9.523,1445581.733,2.449,0.894
119.573,101361.047,627.474,-9.523,1445581.733,2.447,0.895
119.623,101392.409,626.998,-9.523,1445581.733,2.446,0.895
119.673,101423.747,626.522,-9.523,1445581.733,2.444,0.895
119.723,101455.061,626.046,-9.523,1445581.733,2.443,0.896
119.773,101486.351,625.569,-9.522,1445581.733,2.441,0.896
119.823,101517.618,625.093,-9.522,1445581.733,2.44,0.896
119.873,101548.86,624.617,-9.522,1445581.733,2.438,0.896
119.923,101580.079,624.141,-9.522,1445581.733,2.437,0.897
119.973,101611.275,623.665,-9.522,1445581.733,2.435,0.897
120.023,101642.446,623.189,-9.522,1445581.733,2.433,0.897
120.073,101673.593,622.713,-9.522,1445581.733,2.432,0.898
120.123,101704.717,622.237,-9.522,1445581.733,2.43,0.898
120.173,101735.817,621.761,-9.522,1445581.733,2.429,0.898
120.223,101766.893,621.284,-9.522,1445581.733,2.427,0.899
120.273,101797.946,620.808,-9.522,1445581.733,2.426,0.899
120.323,101828.974,620.332,-9.521,1445581.733,2.424,0.899
120.373,101859.979,619.856,-9.521,1445581.733,2.423,0.899
120.423,101890.96,619.38,-9.521,1445581.733,2.421,0.9
120.473,101921.917,618.904,-9.521,1445581.733,2.42,0.9
120.523,101952.85,618.428,-9.521,1445581.733,2.418,0.9
120.573,101983.76,617.952,-9.521,1445581.733,2.416,0.901
120.623,102014.645,617.476,-9.521,1445581.733,2.415,0.901
